nohup: ignoring input
26 Mar 2018 04:23:54,661 DEBUG - Graphulo.TwoTable(738) -  1007204%00; :%00; [1] -> 739632 entries processed
26 Mar 2018 04:24:30,672 DEBUG - Graphulo.TwoTable(738) -  1200425%00; :%00; [1] -> 1973916 entries processed
26 Mar 2018 04:24:31,526 DEBUG - Graphulo.TwoTable(738) -  1612399%00; :%00; [1] -> 1859054 entries processed
26 Mar 2018 04:24:31,864 DEBUG - Graphulo.TwoTable(738) -  3912071%00; :%00; [1] -> 2622232 entries processed
26 Mar 2018 04:24:31,922 DEBUG - Graphulo.TwoTable(738) -  1042676%00; :%00; [1] -> 4371048 entries processed
26 Mar 2018 04:24:33,318 DEBUG - Graphulo.TwoTable(738) -  73407%00; :%00; [1] -> 358148 entries processed
26 Mar 2018 04:24:33,335 DEBUG - Graphulo.TwoTable(738) -  3052565%00; :%00; [1] -> 5442072 entries processed
26 Mar 2018 04:24:33,461 DEBUG - Graphulo.TwoTable(738) -  2866254%00; :%00; [1] -> 3325666 entries processed
26 Mar 2018 04:24:35,350 DEBUG - Graphulo.TwoTable(738) -  3766993%00; :%00; [1] -> 6567950 entries processed
26 Mar 2018 04:24:35,486 DEBUG - Graphulo.TwoTable(738) -  96581%00; :%00; [1] -> 2928456 entries processed
26 Mar 2018 04:24:37,650 DEBUG - Graphulo.TwoTable(738) -  2225359%00; :%00; [1] -> 3959564 entries processed
26 Mar 2018 04:24:37,708 DEBUG - Graphulo.TwoTable(738) -  2745402%00; :%00; [1] -> 2302140 entries processed
26 Mar 2018 04:24:37,999 DEBUG - Graphulo.TwoTable(738) -  295804%00; :%00; [1] -> 2057466 entries processed
26 Mar 2018 04:24:38,204 DEBUG - Graphulo.TwoTable(738) -  1246618%00; :%00; [1] -> 1794404 entries processed
26 Mar 2018 04:24:38,309 DEBUG - Graphulo.TwoTable(738) -  775371%00; :%00; [1] -> 3137586 entries processed
26 Mar 2018 04:24:38,738 DEBUG - Graphulo.TwoTable(738) -  617237%00; :%00; [1] -> 6715802 entries processed
26 Mar 2018 04:24:40,367 DEBUG - Graphulo.TwoTable(738) -  2300971%00; :%00; [1] -> 2406502 entries processed
26 Mar 2018 04:24:40,672 DEBUG - Graphulo.TwoTable(738) -  1620305%00; :%00; [1] -> 1244036 entries processed
26 Mar 2018 04:24:40,755 DEBUG - Graphulo.TwoTable(738) -  546550%00; :%00; [1] -> 4041314 entries processed
26 Mar 2018 04:24:40,786 DEBUG - Graphulo.TwoTable(738) -  93625%00; :%00; [1] -> 3975314 entries processed
26 Mar 2018 04:24:41,973 DEBUG - Graphulo.TwoTable(738) -  2198414%00; :%00; [1] -> 3538496 entries processed
26 Mar 2018 04:24:41,975 DEBUG - Graphulo.TwoTable(738) -  1283275%00; :%00; [1] -> 3035934 entries processed
26 Mar 2018 04:24:42,090 DEBUG - Graphulo.TwoTable(738) -  2326331%00; :%00; [1] -> 6096772 entries processed
26 Mar 2018 04:24:42,695 DEBUG - Graphulo.TwoTable(738) -  642645%00; :%00; [1] -> 6058252 entries processed
26 Mar 2018 04:24:42,966 DEBUG - Graphulo.TwoTable(738) -  143903%00; :%00; [1] -> 129344 entries processed
26 Mar 2018 04:24:44,313 DEBUG - Graphulo.TwoTable(738) -  3472414%00; :%00; [1] -> 1166996 entries processed
26 Mar 2018 04:24:44,415 DEBUG - Graphulo.TwoTable(738) -  1536047%00; :%00; [1] -> 2874148 entries processed
26 Mar 2018 04:24:44,725 DEBUG - Graphulo.TwoTable(738) -  3480654%00; :%00; [1] -> 3894052 entries processed
26 Mar 2018 04:24:44,901 DEBUG - Graphulo.TwoTable(738) -  2009063%00; :%00; [1] -> 2394342 entries processed
26 Mar 2018 04:24:45,543 DEBUG - Graphulo.TwoTable(738) -  1431066%00; :%00; [1] -> 4483168 entries processed
26 Mar 2018 04:24:46,881 DEBUG - Graphulo.TwoTable(738) -  2690614%00; :%00; [1] -> 2161442 entries processed
26 Mar 2018 04:24:46,887 DEBUG - Graphulo.TwoTable(738) -  1048234%00; :%00; [1] -> 6818796 entries processed
26 Mar 2018 04:24:47,063 DEBUG - Graphulo.TwoTable(738) -  492435%00; :%00; [1] -> 1330658 entries processed
26 Mar 2018 04:24:47,547 DEBUG - Graphulo.TwoTable(738) -  690472%00; :%00; [1] -> 2761836 entries processed
26 Mar 2018 04:24:49,933 DEBUG - Graphulo.TwoTable(738) -  627670%00; :%00; [1] -> 5271610 entries processed
26 Mar 2018 04:24:49,966 DEBUG - Graphulo.TwoTable(738) -  1056155%00; :%00; [1] -> 4936406 entries processed
26 Mar 2018 04:24:50,741 DEBUG - Graphulo.TwoTable(738) -  205460%00; :%00; [1] -> 5041070 entries processed
26 Mar 2018 04:24:51,391 DEBUG - Graphulo.TwoTable(738) -  102735%00; :%00; [1] -> 11070480 entries processed
26 Mar 2018 04:24:52,166 DEBUG - Graphulo.TwoTable(738) -  2005357%00; :%00; [1] -> 5523982 entries processed
26 Mar 2018 04:24:53,545 DEBUG - Graphulo.TwoTable(738) -  2173736%00; :%00; [1] -> 3554300 entries processed
26 Mar 2018 04:24:55,475 DEBUG - Graphulo.TwoTable(738) -  517737%00; :%00; [1] -> 3627730 entries processed
26 Mar 2018 04:24:55,626 DEBUG - Graphulo.TwoTable(738) -  1339951%00; :%00; [1] -> 10723966 entries processed
26 Mar 2018 04:24:55,747 DEBUG - Graphulo.TwoTable(738) -  1365337%00; :%00; [1] -> 2153990 entries processed
26 Mar 2018 04:24:55,889 DEBUG - Graphulo.TwoTable(738) -  1262871%00; :%00; [1] -> 5525132 entries processed
26 Mar 2018 04:24:57,160 DEBUG - Graphulo.TwoTable(738) -  3257754%00; :%00; [1] -> 2727714 entries processed
26 Mar 2018 04:24:57,161 DEBUG - Graphulo.TwoTable(738) -  1983214%00; :%00; [1] -> 2663434 entries processed
26 Mar 2018 04:24:58,818 DEBUG - Graphulo.TwoTable(738) -  6140%00; :%00; [1] -> 2430032 entries processed
26 Mar 2018 04:24:58,902 DEBUG - Graphulo.TwoTable(738) -  138742%00; :%00; [1] -> 531000 entries processed
26 Mar 2018 04:24:59,092 DEBUG - Graphulo.TwoTable(738) -  790427%00; :%00; [1] -> 1048436 entries processed
26 Mar 2018 04:24:59,111 DEBUG - Graphulo.TwoTable(738) -  562239%00; :%00; [1] -> 10192670 entries processed
26 Mar 2018 04:24:59,176 DEBUG - Graphulo.TwoTable(738) -  3520470%00; :%00; [1] -> 1993122 entries processed
26 Mar 2018 04:24:59,882 DEBUG - Graphulo.TwoTable(738) -  2627578%00; :%00; [1] -> 1844078 entries processed
26 Mar 2018 04:24:59,913 DEBUG - Graphulo.TwoTable(738) -  2355960%00; :%00; [1] -> 2317108 entries processed
26 Mar 2018 04:24:59,964 DEBUG - Graphulo.TwoTable(738) -  3623501%00; :%00; [1] -> 1037932 entries processed
26 Mar 2018 04:25:00,343 DEBUG - Graphulo.TwoTable(738) -  278231%00; :%00; [1] -> 1197128 entries processed
26 Mar 2018 04:25:00,395 DEBUG - Graphulo.TwoTable(738) -  1563215%00; :%00; [1] -> 2703858 entries processed
26 Mar 2018 04:25:00,473 DEBUG - Graphulo.TwoTable(738) -  981766%00; :%00; [1] -> 8343088 entries processed
26 Mar 2018 04:25:00,536 DEBUG - Graphulo.TwoTable(738) -  204972%00; :%00; [1] -> 11720992 entries processed
26 Mar 2018 04:25:01,051 DEBUG - Graphulo.TwoTable(738) -  1412314%00; :%00; [1] -> 970178 entries processed
26 Mar 2018 04:25:01,168 DEBUG - Graphulo.TwoTable(738) -  641591%00; :%00; [1] -> 4555374 entries processed
26 Mar 2018 04:25:01,255 DEBUG - Graphulo.TwoTable(738) -  1082224%00; :%00; [1] -> 10250250 entries processed
26 Mar 2018 04:25:04,496 DEBUG - Graphulo.TwoTable(738) -  3414000%00; :%00; [1] -> 1515406 entries processed
26 Mar 2018 04:25:05,196 DEBUG - Graphulo.TwoTable(738) -  2332306%00; :%00; [1] -> 654588 entries processed
26 Mar 2018 04:25:05,428 DEBUG - Graphulo.TwoTable(738) -  1335010%00; :%00; [1] -> 3135904 entries processed
26 Mar 2018 04:25:06,325 DEBUG - Graphulo.TwoTable(738) -  362832%00; :%00; [1] -> 1375510 entries processed
26 Mar 2018 04:25:07,565 DEBUG - Graphulo.TwoTable(738) -  750098%00; :%00; [1] -> 3179092 entries processed
26 Mar 2018 04:25:08,420 DEBUG - Graphulo.TwoTable(738) -  544686%00; :%00; [1] -> 5008206 entries processed
26 Mar 2018 04:25:08,433 DEBUG - Graphulo.TwoTable(738) -  100325%00; :%00; [1] -> 7391562 entries processed
26 Mar 2018 04:25:09,403 DEBUG - Graphulo.TwoTable(738) -  1627433%00; :%00; [1] -> 2945058 entries processed
26 Mar 2018 04:25:09,725 DEBUG - Graphulo.TwoTable(738) -  187249%00; :%00; [1] -> 600306 entries processed
26 Mar 2018 04:25:10,020 DEBUG - Graphulo.TwoTable(738) -  705003%00; :%00; [1] -> 5068004 entries processed
26 Mar 2018 04:25:10,299 DEBUG - Graphulo.TwoTable(738) -  1642818%00; :%00; [1] -> 3447572 entries processed
26 Mar 2018 04:25:10,689 DEBUG - Graphulo.TwoTable(738) -  265194%00; :%00; [1] -> 1145074 entries processed
26 Mar 2018 04:25:12,660 DEBUG - Graphulo.TwoTable(738) -  17438%00; :%00; [1] -> 1442224 entries processed
26 Mar 2018 04:25:13,039 DEBUG - Graphulo.TwoTable(738) -  2728786%00; :%00; [1] -> 699730 entries processed
26 Mar 2018 04:25:13,270 DEBUG - Graphulo.TwoTable(738) -  1012864%00; :%00; [1] -> 10329254 entries processed
26 Mar 2018 04:25:13,384 DEBUG - Graphulo.TwoTable(738) -  2598040%00; :%00; [1] -> 121432 entries processed
26 Mar 2018 04:25:13,616 DEBUG - Graphulo.TwoTable(738) -  224180%00; :%00; [1] -> 420794 entries processed
26 Mar 2018 04:25:13,627 DEBUG - Graphulo.TwoTable(738) -  1799249%00; :%00; [1] -> 2949050 entries processed
26 Mar 2018 04:25:13,653 DEBUG - Graphulo.TwoTable(738) -  1594250%00; :%00; [1] -> 3383350 entries processed
26 Mar 2018 04:25:13,683 DEBUG - Graphulo.TwoTable(738) -  125602%00; :%00; [1] -> 805312 entries processed
26 Mar 2018 04:25:13,800 DEBUG - Graphulo.TwoTable(738) -  1650219%00; :%00; [1] -> 14965982 entries processed
26 Mar 2018 04:25:13,817 DEBUG - Graphulo.TwoTable(738) -  2034744%00; :%00; [1] -> 540354 entries processed
26 Mar 2018 04:25:14,147 DEBUG - Graphulo.TwoTable(738) -  133081%00; :%00; [1] -> 1145162 entries processed
26 Mar 2018 04:25:14,277 DEBUG - Graphulo.TwoTable(738) -  888021%00; :%00; [1] -> 4227652 entries processed
26 Mar 2018 04:25:14,428 DEBUG - Graphulo.TwoTable(738) -  2270308%00; :%00; [1] -> 2523910 entries processed
26 Mar 2018 04:25:14,458 DEBUG - Graphulo.TwoTable(738) -  2155435%00; :%00; [1] -> 1854300 entries processed
26 Mar 2018 04:25:14,469 DEBUG - Graphulo.TwoTable(738) -  241191%00; :%00; [1] -> 4057174 entries processed
26 Mar 2018 04:25:14,495 DEBUG - Graphulo.TwoTable(738) -  3862488%00; :%00; [1] -> 1107948 entries processed
26 Mar 2018 04:25:16,179 DEBUG - Graphulo.TwoTable(738) -  3289250%00; :%00; [1] -> 7725458 entries processed
26 Mar 2018 04:25:16,672 DEBUG - Graphulo.TwoTable(738) -  843242%00; :%00; [1] -> 2619116 entries processed
26 Mar 2018 04:25:16,908 DEBUG - Graphulo.TwoTable(738) -  24164%00; :%00; [1] -> 2289038 entries processed
26 Mar 2018 04:25:17,371 DEBUG - Graphulo.TwoTable(738) -  927252%00; :%00; [1] -> 12255450 entries processed
26 Mar 2018 04:25:17,505 DEBUG - Graphulo.TwoTable(738) -  1648742%00; :%00; [1] -> 5625900 entries processed
26 Mar 2018 04:25:20,332 DEBUG - Graphulo.TwoTable(738) -  375359%00; :%00; [1] -> 853032 entries processed
26 Mar 2018 04:25:20,400 DEBUG - Graphulo.TwoTable(738) -  782017%00; :%00; [1] -> 4836382 entries processed
26 Mar 2018 04:25:21,104 DEBUG - Graphulo.TwoTable(738) -  1239349%00; :%00; [1] -> 2471594 entries processed
26 Mar 2018 04:25:21,227 DEBUG - Graphulo.TwoTable(738) -  2018043%00; :%00; [1] -> 3775508 entries processed
26 Mar 2018 04:25:21,268 DEBUG - Graphulo.TwoTable(738) -  1922671%00; :%00; [1] -> 1952952 entries processed
26 Mar 2018 04:25:21,471 DEBUG - Graphulo.TwoTable(738) -  469049%00; :%00; [1] -> 3764934 entries processed
26 Mar 2018 04:25:21,618 DEBUG - Graphulo.TwoTable(738) -  2922575%00; :%00; [1] -> 3248476 entries processed
26 Mar 2018 04:25:23,455 DEBUG - Graphulo.TwoTable(738) -  1465573%00; :%00; [1] -> 85280 entries processed
26 Mar 2018 04:25:24,617 DEBUG - Graphulo.TwoTable(738) -  4245190%00; :%00; [1] -> 3663072 entries processed
26 Mar 2018 04:25:24,984 DEBUG - Graphulo.TwoTable(738) -  22902%00; :%00; [1] -> 265590 entries processed
26 Mar 2018 04:25:24,989 DEBUG - Graphulo.TwoTable(738) -  146050%00; :%00; [1] -> 3225258 entries processed
26 Mar 2018 04:25:25,177 DEBUG - Graphulo.TwoTable(738) -  961958%00; :%00; [1] -> 914154 entries processed
26 Mar 2018 04:25:25,213 DEBUG - Graphulo.TwoTable(738) -  647779%00; :%00; [1] -> 4722980 entries processed
26 Mar 2018 04:25:25,327 DEBUG - Graphulo.TwoTable(738) -  99467%00; :%00; [1] -> 13118674 entries processed
26 Mar 2018 04:25:25,341 DEBUG - Graphulo.TwoTable(738) -  3292756%00; :%00; [1] -> 1531052 entries processed
26 Mar 2018 04:25:26,379 DEBUG - Graphulo.TwoTable(738) -  94565%00; :%00; [1] -> 677236 entries processed
26 Mar 2018 04:25:26,399 DEBUG - Graphulo.TwoTable(738) -  1082891%00; :%00; [1] -> 7470062 entries processed
26 Mar 2018 04:25:27,238 DEBUG - Graphulo.TwoTable(738) -  2929643%00; :%00; [1] -> 2923014 entries processed
26 Mar 2018 04:25:27,323 DEBUG - Graphulo.TwoTable(738) -  1075431%00; :%00; [1] -> 6218744 entries processed
26 Mar 2018 04:25:28,286 DEBUG - Graphulo.TwoTable(738) -  109079%00; :%00; [1] -> 2255950 entries processed
26 Mar 2018 04:25:28,924 DEBUG - Graphulo.TwoTable(738) -  111747%00; :%00; [1] -> 4218262 entries processed
26 Mar 2018 04:25:29,853 DEBUG - Graphulo.TwoTable(738) -  296712%00; :%00; [1] -> 2629332 entries processed
26 Mar 2018 04:25:31,240 DEBUG - Graphulo.TwoTable(738) -  2217643%00; :%00; [1] -> 1685172 entries processed
26 Mar 2018 04:25:31,826 DEBUG - Graphulo.TwoTable(738) -  675213%00; :%00; [1] -> 2955024 entries processed
26 Mar 2018 04:25:31,872 DEBUG - Graphulo.TwoTable(738) -  349020%00; :%00; [1] -> 3376320 entries processed
26 Mar 2018 04:25:32,832 DEBUG - Graphulo.TwoTable(738) -  526567%00; :%00; [1] -> 3563376 entries processed
26 Mar 2018 04:25:32,920 DEBUG - Graphulo.TwoTable(738) -  369217%00; :%00; [1] -> 9792582 entries processed
26 Mar 2018 04:25:33,180 DEBUG - Graphulo.TwoTable(738) -  2592712%00; :%00; [1] -> 2586142 entries processed
26 Mar 2018 04:25:33,468 DEBUG - Graphulo.TwoTable(738) -  918567%00; :%00; [1] -> 3338166 entries processed
26 Mar 2018 04:25:34,420 DEBUG - Graphulo.TwoTable(738) -  246111%00; :%00; [1] -> 1323514 entries processed
26 Mar 2018 04:25:35,050 DEBUG - Graphulo.TwoTable(738) -  559877%00; :%00; [1] -> 7396856 entries processed
26 Mar 2018 04:25:36,133 DEBUG - Graphulo.TwoTable(738) -  197682%00; :%00; [1] -> 17882 entries processed
26 Mar 2018 04:25:36,138 DEBUG - Graphulo.TwoTable(738) -  249639%00; :%00; [1] -> 15960 entries processed
26 Mar 2018 04:25:36,189 DEBUG - Graphulo.TwoTable(738) -  1028210%00; :%00; [1] -> 7509684 entries processed
26 Mar 2018 04:25:36,255 DEBUG - Graphulo.TwoTable(738) -  1301422%00; :%00; [1] -> 6941406 entries processed
26 Mar 2018 04:25:36,278 DEBUG - Graphulo.TwoTable(738) -  327035%00; :%00; [1] -> 676454 entries processed
26 Mar 2018 04:25:36,436 DEBUG - Graphulo.TwoTable(738) -  4036144%00; :%00; [1] -> 5874002 entries processed
26 Mar 2018 04:25:36,470 DEBUG - Graphulo.TwoTable(738) -  1024098%00; :%00; [1] -> 7243802 entries processed
26 Mar 2018 04:25:36,625 DEBUG - Graphulo.TwoTable(738) -  817493%00; :%00; [1] -> 3340084 entries processed
26 Mar 2018 04:25:36,721 DEBUG - Graphulo.TwoTable(738) -  611377%00; :%00; [1] -> 5046756 entries processed
26 Mar 2018 04:25:36,920 DEBUG - Graphulo.TwoTable(738) -  190398%00; :%00; [1] -> 630912 entries processed
26 Mar 2018 04:25:37,175 DEBUG - Graphulo.TwoTable(738) -  826721%00; :%00; [1] -> 4508292 entries processed
26 Mar 2018 04:25:37,439 DEBUG - Graphulo.TwoTable(738) -  121265%00; :%00; [1] -> 1193944 entries processed
26 Mar 2018 04:25:37,608 DEBUG - Graphulo.TwoTable(738) -  389487%00; :%00; [1] -> 2732474 entries processed
26 Mar 2018 04:25:37,738 DEBUG - Graphulo.TwoTable(738) -  473906%00; :%00; [1] -> 200862 entries processed
26 Mar 2018 04:25:39,210 DEBUG - Graphulo.TwoTable(738) -  80121%00; :%00; [1] -> 2309486 entries processed
26 Mar 2018 04:25:39,805 DEBUG - Graphulo.TwoTable(738) -  1656496%00; :%00; [1] -> 208936 entries processed
26 Mar 2018 04:25:40,955 DEBUG - Graphulo.TwoTable(738) -  55153%00; :%00; [1] -> 437054 entries processed
26 Mar 2018 04:25:41,294 DEBUG - Graphulo.TwoTable(738) -  1049547%00; :%00; [1] -> 4685944 entries processed
26 Mar 2018 04:25:41,477 DEBUG - Graphulo.TwoTable(738) -  470278%00; :%00; [1] -> 45946 entries processed
26 Mar 2018 04:25:41,482 DEBUG - Graphulo.TwoTable(738) -  2447788%00; :%00; [1] -> 3094964 entries processed
26 Mar 2018 04:25:41,503 DEBUG - Graphulo.TwoTable(738) -  2400582%00; :%00; [1] -> 2959112 entries processed
26 Mar 2018 04:25:41,504 DEBUG - Graphulo.TwoTable(738) -  1585119%00; :%00; [1] -> 2556290 entries processed
26 Mar 2018 04:25:41,539 DEBUG - Graphulo.TwoTable(738) -  95225%00; :%00; [1] -> 8024140 entries processed
