nohup: ignoring input
26 Mar 2018 00:56:15,899 DEBUG - Graphulo.TwoTable(738) -  4201401%00; :%00; [1] -> 113592 entries processed
26 Mar 2018 00:56:20,508 DEBUG - Graphulo.TwoTable(738) -  5911453%00; :%00; [1] -> 395728 entries processed
26 Mar 2018 00:56:20,509 DEBUG - Graphulo.TwoTable(738) -  5909952%00; :%00; [1] -> 417944 entries processed
26 Mar 2018 00:56:20,682 DEBUG - Graphulo.TwoTable(738) -  4506869%00; :%00; [1] -> 144730 entries processed
26 Mar 2018 00:56:20,683 DEBUG - Graphulo.TwoTable(738) -  5915830%00; :%00; [1] -> 584532 entries processed
26 Mar 2018 00:56:20,800 DEBUG - Graphulo.TwoTable(738) -  4547665%00; :%00; [1] -> 156554 entries processed
26 Mar 2018 00:56:20,801 DEBUG - Graphulo.TwoTable(738) -  4805292%00; :%00; [1] -> 173236 entries processed
26 Mar 2018 00:56:21,007 DEBUG - Graphulo.TwoTable(738) -  5295734%00; :%00; [1] -> 230200 entries processed
26 Mar 2018 00:56:21,007 DEBUG - Graphulo.TwoTable(738) -  5351078%00; :%00; [1] -> 282070 entries processed
26 Mar 2018 00:56:21,007 DEBUG - Graphulo.TwoTable(738) -  5783118%00; :%00; [1] -> 350194 entries processed
26 Mar 2018 00:56:21,047 DEBUG - Graphulo.TwoTable(738) -  5582326%00; :%00; [1] -> 572512 entries processed
26 Mar 2018 00:56:21,047 DEBUG - Graphulo.TwoTable(738) -  5830935%00; :%00; [1] -> 402164 entries processed
26 Mar 2018 00:56:21,047 DEBUG - Graphulo.TwoTable(738) -  4337945%00; :%00; [1] -> 140522 entries processed
26 Mar 2018 00:56:21,256 DEBUG - Graphulo.TwoTable(738) -  5422521%00; :%00; [1] -> 309098 entries processed
26 Mar 2018 00:56:21,256 DEBUG - Graphulo.TwoTable(738) -  5474196%00; :%00; [1] -> 324294 entries processed
26 Mar 2018 00:56:21,287 DEBUG - Graphulo.TwoTable(738) -  5304921%00; :%00; [1] -> 261764 entries processed
26 Mar 2018 00:56:21,288 DEBUG - Graphulo.TwoTable(738) -  4161222%00; :%00; [1] -> 101172 entries processed
26 Mar 2018 00:56:21,340 DEBUG - Graphulo.TwoTable(738) -  5090486%00; :%00; [1] -> 188074 entries processed
26 Mar 2018 00:56:21,341 DEBUG - Graphulo.TwoTable(738) -  4184581%00; :%00; [1] -> 113932 entries processed
26 Mar 2018 00:56:21,341 DEBUG - Graphulo.TwoTable(738) -  4523754%00; :%00; [1] -> 151768 entries processed
26 Mar 2018 00:56:21,435 DEBUG - Graphulo.TwoTable(738) -  5924573%00; :%00; [1] -> 453718 entries processed
26 Mar 2018 00:56:21,435 DEBUG - Graphulo.TwoTable(738) -  5927566%00; :%00; [1] -> 710302 entries processed
26 Mar 2018 00:56:21,586 DEBUG - Graphulo.TwoTable(738) -  5003126%00; :%00; [1] -> 214648 entries processed
26 Mar 2018 00:56:21,586 DEBUG - Graphulo.TwoTable(738) -  4072678%00; :%00; [1] -> 96342 entries processed
26 Mar 2018 00:56:21,627 DEBUG - Graphulo.TwoTable(738) -  5844351%00; :%00; [1] -> 304812 entries processed
26 Mar 2018 00:56:21,627 DEBUG - Graphulo.TwoTable(738) -  5564790%00; :%00; [1] -> 305774 entries processed
26 Mar 2018 00:56:21,627 DEBUG - Graphulo.TwoTable(738) -  5262263%00; :%00; [1] -> 262146 entries processed
26 Mar 2018 00:56:21,787 DEBUG - Graphulo.TwoTable(738) -  3944433%00; :%00; [1] -> 89480 entries processed
26 Mar 2018 00:56:21,787 DEBUG - Graphulo.TwoTable(738) -  5756160%00; :%00; [1] -> 466756 entries processed
26 Mar 2018 00:56:21,787 DEBUG - Graphulo.TwoTable(738) -  4245415%00; :%00; [1] -> 114578 entries processed
26 Mar 2018 00:56:21,808 DEBUG - Graphulo.TwoTable(738) -  3914470%00; :%00; [1] -> 89198 entries processed
26 Mar 2018 00:56:21,809 DEBUG - Graphulo.TwoTable(738) -  4834635%00; :%00; [1] -> 201428 entries processed
26 Mar 2018 00:56:21,809 DEBUG - Graphulo.TwoTable(738) -  3924180%00; :%00; [1] -> 90728 entries processed
26 Mar 2018 00:56:21,860 DEBUG - Graphulo.TwoTable(738) -  5228493%00; :%00; [1] -> 220806 entries processed
26 Mar 2018 00:56:21,861 DEBUG - Graphulo.TwoTable(738) -  5288183%00; :%00; [1] -> 243618 entries processed
26 Mar 2018 00:56:21,861 DEBUG - Graphulo.TwoTable(738) -  5603802%00; :%00; [1] -> 313016 entries processed
26 Mar 2018 00:56:21,934 DEBUG - Graphulo.TwoTable(738) -  5475759%00; :%00; [1] -> 292448 entries processed
26 Mar 2018 00:56:21,934 DEBUG - Graphulo.TwoTable(738) -  5469252%00; :%00; [1] -> 404968 entries processed
26 Mar 2018 00:56:21,935 DEBUG - Graphulo.TwoTable(738) -  5983147%00; :%00; [1] -> 515310 entries processed
26 Mar 2018 00:56:21,960 DEBUG - Graphulo.TwoTable(738) -  5901202%00; :%00; [1] -> 595674 entries processed
26 Mar 2018 00:56:21,971 DEBUG - Graphulo.TwoTable(738) -  4641446%00; :%00; [1] -> 160188 entries processed
26 Mar 2018 00:56:21,971 DEBUG - Graphulo.TwoTable(738) -  5935056%00; :%00; [1] -> 584368 entries processed
26 Mar 2018 00:56:22,079 DEBUG - Graphulo.TwoTable(738) -  4332659%00; :%00; [1] -> 137472 entries processed
26 Mar 2018 00:56:22,080 DEBUG - Graphulo.TwoTable(738) -  4429929%00; :%00; [1] -> 144430 entries processed
26 Mar 2018 00:56:22,128 DEBUG - Graphulo.TwoTable(738) -  4618218%00; :%00; [1] -> 151994 entries processed
26 Mar 2018 00:56:22,128 DEBUG - Graphulo.TwoTable(738) -  5761125%00; :%00; [1] -> 374558 entries processed
26 Mar 2018 00:56:22,140 DEBUG - Graphulo.TwoTable(738) -  4250919%00; :%00; [1] -> 114306 entries processed
26 Mar 2018 00:56:22,140 DEBUG - Graphulo.TwoTable(738) -  5857947%00; :%00; [1] -> 746250 entries processed
26 Mar 2018 00:56:22,140 DEBUG - Graphulo.TwoTable(738) -  4942497%00; :%00; [1] -> 210234 entries processed
26 Mar 2018 00:56:22,190 DEBUG - Graphulo.TwoTable(738) -  5566469%00; :%00; [1] -> 260634 entries processed
26 Mar 2018 00:56:22,191 DEBUG - Graphulo.TwoTable(738) -  4973641%00; :%00; [1] -> 194692 entries processed
26 Mar 2018 00:56:22,191 DEBUG - Graphulo.TwoTable(738) -  4979876%00; :%00; [1] -> 212614 entries processed
26 Mar 2018 00:56:22,234 DEBUG - Graphulo.TwoTable(738) -  5347564%00; :%00; [1] -> 253938 entries processed
26 Mar 2018 00:56:22,235 DEBUG - Graphulo.TwoTable(738) -  4788348%00; :%00; [1] -> 183562 entries processed
26 Mar 2018 00:56:22,274 DEBUG - Graphulo.TwoTable(738) -  4986298%00; :%00; [1] -> 198732 entries processed
26 Mar 2018 00:56:22,274 DEBUG - Graphulo.TwoTable(738) -  4832515%00; :%00; [1] -> 177438 entries processed
26 Mar 2018 00:56:22,274 DEBUG - Graphulo.TwoTable(738) -  5568186%00; :%00; [1] -> 286258 entries processed
26 Mar 2018 00:56:22,300 DEBUG - Graphulo.TwoTable(738) -  5685477%00; :%00; [1] -> 505580 entries processed
26 Mar 2018 00:56:22,300 DEBUG - Graphulo.TwoTable(738) -  5710063%00; :%00; [1] -> 478886 entries processed
26 Mar 2018 00:56:22,331 DEBUG - Graphulo.TwoTable(738) -  4450019%00; :%00; [1] -> 141770 entries processed
26 Mar 2018 00:56:22,331 DEBUG - Graphulo.TwoTable(738) -  4371428%00; :%00; [1] -> 151210 entries processed
26 Mar 2018 00:56:22,331 DEBUG - Graphulo.TwoTable(738) -  5251235%00; :%00; [1] -> 225774 entries processed
26 Mar 2018 00:56:22,379 DEBUG - Graphulo.TwoTable(738) -  3985665%00; :%00; [1] -> 88956 entries processed
26 Mar 2018 00:56:22,379 DEBUG - Graphulo.TwoTable(738) -  4702609%00; :%00; [1] -> 163792 entries processed
26 Mar 2018 00:56:22,407 DEBUG - Graphulo.TwoTable(738) -  5361464%00; :%00; [1] -> 271482 entries processed
26 Mar 2018 00:56:22,446 DEBUG - Graphulo.TwoTable(738) -  5134247%00; :%00; [1] -> 231616 entries processed
26 Mar 2018 00:56:22,447 DEBUG - Graphulo.TwoTable(738) -  4007874%00; :%00; [1] -> 91858 entries processed
26 Mar 2018 00:56:22,447 DEBUG - Graphulo.TwoTable(738) -  5838450%00; :%00; [1] -> 338872 entries processed
26 Mar 2018 00:56:22,517 DEBUG - Graphulo.TwoTable(738) -  4462476%00; :%00; [1] -> 141894 entries processed
26 Mar 2018 00:56:22,518 DEBUG - Graphulo.TwoTable(738) -  4749273%00; :%00; [1] -> 172472 entries processed
26 Mar 2018 00:56:22,771 DEBUG - Graphulo.TwoTable(738) -  5221089%00; :%00; [1] -> 230774 entries processed
26 Mar 2018 00:56:22,771 DEBUG - Graphulo.TwoTable(738) -  5625669%00; :%00; [1] -> 365908 entries processed
26 Mar 2018 00:56:22,771 DEBUG - Graphulo.TwoTable(738) -  5890544%00; :%00; [1] -> 881094 entries processed
26 Mar 2018 00:56:22,831 DEBUG - Graphulo.TwoTable(738) -  4762357%00; :%00; [1] -> 176096 entries processed
26 Mar 2018 00:56:22,832 DEBUG - Graphulo.TwoTable(738) -  4439982%00; :%00; [1] -> 136712 entries processed
26 Mar 2018 00:56:22,858 DEBUG - Graphulo.TwoTable(738) -  5648634%00; :%00; [1] -> 358494 entries processed
26 Mar 2018 00:56:22,859 DEBUG - Graphulo.TwoTable(738) -  5768821%00; :%00; [1] -> 412914 entries processed
26 Mar 2018 00:56:22,863 DEBUG - Graphulo.TwoTable(738) -  5842959%00; :%00; [1] -> 667110 entries processed
26 Mar 2018 00:56:22,863 DEBUG - Graphulo.TwoTable(738) -  5807326%00; :%00; [1] -> 544132 entries processed
26 Mar 2018 00:56:22,967 DEBUG - Graphulo.TwoTable(738) -  4381538%00; :%00; [1] -> 142598 entries processed
26 Mar 2018 00:56:22,968 DEBUG - Graphulo.TwoTable(738) -  4066580%00; :%00; [1] -> 96294 entries processed
26 Mar 2018 00:56:22,968 DEBUG - Graphulo.TwoTable(738) -  4836657%00; :%00; [1] -> 198110 entries processed
26 Mar 2018 00:56:22,998 DEBUG - Graphulo.TwoTable(738) -  5865412%00; :%00; [1] -> 772504 entries processed
26 Mar 2018 00:56:42,267 DEBUG - Graphulo.TwoTable(738) -  5541361%00; :%00; [1] -> 306768 entries processed
26 Mar 2018 00:56:42,268 DEBUG - Graphulo.TwoTable(738) -  5822092%00; :%00; [1] -> 460112 entries processed
26 Mar 2018 00:56:42,338 DEBUG - Graphulo.TwoTable(738) -  4855362%00; :%00; [1] -> 198678 entries processed
26 Mar 2018 00:56:42,402 DEBUG - Graphulo.TwoTable(738) -  4977881%00; :%00; [1] -> 245404 entries processed
26 Mar 2018 00:56:42,488 DEBUG - Graphulo.TwoTable(738) -  5284546%00; :%00; [1] -> 253584 entries processed
26 Mar 2018 00:56:42,488 DEBUG - Graphulo.TwoTable(738) -  5349273%00; :%00; [1] -> 287964 entries processed
26 Mar 2018 00:56:42,518 DEBUG - Graphulo.TwoTable(738) -  5899718%00; :%00; [1] -> 457692 entries processed
26 Mar 2018 00:56:42,586 DEBUG - Graphulo.TwoTable(738) -  4032688%00; :%00; [1] -> 95132 entries processed
26 Mar 2018 00:56:42,629 DEBUG - Graphulo.TwoTable(738) -  5835645%00; :%00; [1] -> 584538 entries processed
26 Mar 2018 00:56:42,682 DEBUG - Graphulo.TwoTable(738) -  5614818%00; :%00; [1] -> 299374 entries processed
26 Mar 2018 00:56:42,682 DEBUG - Graphulo.TwoTable(738) -  5335573%00; :%00; [1] -> 323808 entries processed
26 Mar 2018 00:56:42,736 DEBUG - Graphulo.TwoTable(738) -  4666544%00; :%00; [1] -> 175652 entries processed
26 Mar 2018 00:56:42,736 DEBUG - Graphulo.TwoTable(738) -  4773261%00; :%00; [1] -> 170112 entries processed
26 Mar 2018 00:56:42,784 DEBUG - Graphulo.TwoTable(738) -  5430888%00; :%00; [1] -> 336432 entries processed
26 Mar 2018 00:56:42,827 DEBUG - Graphulo.TwoTable(738) -  5352734%00; :%00; [1] -> 280248 entries processed
26 Mar 2018 00:56:42,887 DEBUG - Graphulo.TwoTable(738) -  4363674%00; :%00; [1] -> 144820 entries processed
26 Mar 2018 00:56:42,972 DEBUG - Graphulo.TwoTable(738) -  4842808%00; :%00; [1] -> 196552 entries processed
26 Mar 2018 00:56:42,973 DEBUG - Graphulo.TwoTable(738) -  4811857%00; :%00; [1] -> 174122 entries processed
26 Mar 2018 00:56:43,072 DEBUG - Graphulo.TwoTable(738) -  4590053%00; :%00; [1] -> 150142 entries processed
26 Mar 2018 00:56:43,073 DEBUG - Graphulo.TwoTable(738) -  4784078%00; :%00; [1] -> 184302 entries processed
26 Mar 2018 00:56:43,118 DEBUG - Graphulo.TwoTable(738) -  4571107%00; :%00; [1] -> 141306 entries processed
26 Mar 2018 00:56:43,158 DEBUG - Graphulo.TwoTable(738) -  5762603%00; :%00; [1] -> 497406 entries processed
26 Mar 2018 00:56:43,188 DEBUG - Graphulo.TwoTable(738) -  4878150%00; :%00; [1] -> 182276 entries processed
26 Mar 2018 00:56:43,188 DEBUG - Graphulo.TwoTable(738) -  5439223%00; :%00; [1] -> 287262 entries processed
26 Mar 2018 00:56:43,233 DEBUG - Graphulo.TwoTable(738) -  5580677%00; :%00; [1] -> 307806 entries processed
26 Mar 2018 00:56:43,354 DEBUG - Graphulo.TwoTable(738) -  4996905%00; :%00; [1] -> 195180 entries processed
26 Mar 2018 00:56:43,354 DEBUG - Graphulo.TwoTable(738) -  4963258%00; :%00; [1] -> 199770 entries processed
26 Mar 2018 00:56:43,398 DEBUG - Graphulo.TwoTable(738) -  5040099%00; :%00; [1] -> 223530 entries processed
26 Mar 2018 00:56:43,398 DEBUG - Graphulo.TwoTable(738) -  5038048%00; :%00; [1] -> 205980 entries processed
26 Mar 2018 00:56:43,515 DEBUG - Graphulo.TwoTable(738) -  4905110%00; :%00; [1] -> 264682 entries processed
26 Mar 2018 00:56:43,515 DEBUG - Graphulo.TwoTable(738) -  5673426%00; :%00; [1] -> 447670 entries processed
26 Mar 2018 00:56:43,570 DEBUG - Graphulo.TwoTable(738) -  5544465%00; :%00; [1] -> 432822 entries processed
26 Mar 2018 00:56:43,690 DEBUG - Graphulo.TwoTable(738) -  5767183%00; :%00; [1] -> 549306 entries processed
26 Mar 2018 00:56:43,694 DEBUG - Graphulo.TwoTable(738) -  4735969%00; :%00; [1] -> 163120 entries processed
26 Mar 2018 00:56:43,695 DEBUG - Graphulo.TwoTable(738) -  4768892%00; :%00; [1] -> 192544 entries processed
26 Mar 2018 00:56:43,724 DEBUG - Graphulo.TwoTable(738) -  5893515%00; :%00; [1] -> 278954 entries processed
26 Mar 2018 00:56:43,749 DEBUG - Graphulo.TwoTable(738) -  5773191%00; :%00; [1] -> 266616 entries processed
26 Mar 2018 00:56:43,800 DEBUG - Graphulo.TwoTable(738) -  5467551%00; :%00; [1] -> 304390 entries processed
26 Mar 2018 00:56:43,801 DEBUG - Graphulo.TwoTable(738) -  5984387%00; :%00; [1] -> 568416 entries processed
26 Mar 2018 00:56:43,801 DEBUG - Graphulo.TwoTable(738) -  5161327%00; :%00; [1] -> 223212 entries processed
26 Mar 2018 00:56:43,851 DEBUG - Graphulo.TwoTable(738) -  4967408%00; :%00; [1] -> 194826 entries processed
26 Mar 2018 00:56:43,885 DEBUG - Graphulo.TwoTable(738) -  4209746%00; :%00; [1] -> 117318 entries processed
26 Mar 2018 00:56:43,886 DEBUG - Graphulo.TwoTable(738) -  5092529%00; :%00; [1] -> 209616 entries processed
26 Mar 2018 00:56:43,886 DEBUG - Graphulo.TwoTable(738) -  5792539%00; :%00; [1] -> 371228 entries processed
26 Mar 2018 00:56:43,886 DEBUG - Graphulo.TwoTable(738) -  5571337%00; :%00; [1] -> 343556 entries processed
26 Mar 2018 00:56:43,943 DEBUG - Graphulo.TwoTable(738) -  5207649%00; :%00; [1] -> 222908 entries processed
26 Mar 2018 00:56:43,981 DEBUG - Graphulo.TwoTable(738) -  5363200%00; :%00; [1] -> 322078 entries processed
26 Mar 2018 00:56:43,981 DEBUG - Graphulo.TwoTable(738) -  4796783%00; :%00; [1] -> 179876 entries processed
26 Mar 2018 00:56:44,064 DEBUG - Graphulo.TwoTable(738) -  5702375%00; :%00; [1] -> 451212 entries processed
26 Mar 2018 00:56:44,064 DEBUG - Graphulo.TwoTable(738) -  5662344%00; :%00; [1] -> 381296 entries processed
26 Mar 2018 00:56:44,189 DEBUG - Graphulo.TwoTable(738) -  4445053%00; :%00; [1] -> 146466 entries processed
26 Mar 2018 00:56:44,307 DEBUG - Graphulo.TwoTable(738) -  5110395%00; :%00; [1] -> 221952 entries processed
26 Mar 2018 00:56:44,308 DEBUG - Graphulo.TwoTable(738) -  5576026%00; :%00; [1] -> 356468 entries processed
26 Mar 2018 00:56:44,347 DEBUG - Graphulo.TwoTable(738) -  5310379%00; :%00; [1] -> 277410 entries processed
26 Mar 2018 00:56:44,363 DEBUG - Graphulo.TwoTable(738) -  5211502%00; :%00; [1] -> 233724 entries processed
26 Mar 2018 00:56:44,413 DEBUG - Graphulo.TwoTable(738) -  4771012%00; :%00; [1] -> 176770 entries processed
26 Mar 2018 00:56:44,468 DEBUG - Graphulo.TwoTable(738) -  5891896%00; :%00; [1] -> 402708 entries processed
26 Mar 2018 00:56:44,469 DEBUG - Graphulo.TwoTable(738) -  5622492%00; :%00; [1] -> 361498 entries processed
26 Mar 2018 00:56:44,469 DEBUG - Graphulo.TwoTable(738) -  5611766%00; :%00; [1] -> 375232 entries processed
26 Mar 2018 00:56:44,709 DEBUG - Graphulo.TwoTable(738) -  5172902%00; :%00; [1] -> 193212 entries processed
26 Mar 2018 00:56:45,029 DEBUG - Graphulo.TwoTable(738) -  5947022%00; :%00; [1] -> 462020 entries processed
26 Mar 2018 00:56:45,029 DEBUG - Graphulo.TwoTable(738) -  6002986%00; :%00; [1] -> 388728 entries processed
26 Mar 2018 00:56:45,056 DEBUG - Graphulo.TwoTable(738) -  5998747%00; :%00; [1] -> 473950 entries processed
26 Mar 2018 00:56:45,057 DEBUG - Graphulo.TwoTable(738) -  5975769%00; :%00; [1] -> 557344 entries processed
26 Mar 2018 00:56:45,057 DEBUG - Graphulo.TwoTable(738) -  5925986%00; :%00; [1] -> 297190 entries processed
26 Mar 2018 00:56:45,058 DEBUG - Graphulo.TwoTable(738) -  5866894%00; :%00; [1] -> 483782 entries processed
26 Mar 2018 00:56:45,094 DEBUG - Graphulo.TwoTable(738) -  5747075%00; :%00; [1] -> 639556 entries processed
26 Mar 2018 00:56:45,153 DEBUG - Graphulo.TwoTable(738) -  5499041%00; :%00; [1] -> 300878 entries processed
26 Mar 2018 00:56:45,296 DEBUG - Graphulo.TwoTable(738) -  4075806%00; :%00; [1] -> 95968 entries processed
26 Mar 2018 00:56:45,444 DEBUG - Graphulo.TwoTable(738) -  5178715%00; :%00; [1] -> 203568 entries processed
26 Mar 2018 00:56:45,445 DEBUG - Graphulo.TwoTable(738) -  5980160%00; :%00; [1] -> 515012 entries processed
26 Mar 2018 00:56:45,997 DEBUG - Graphulo.TwoTable(738) -  5317706%00; :%00; [1] -> 275404 entries processed
26 Mar 2018 00:56:46,052 DEBUG - Graphulo.TwoTable(738) -  5869759%00; :%00; [1] -> 422580 entries processed
26 Mar 2018 00:56:46,053 DEBUG - Graphulo.TwoTable(738) -  5503921%00; :%00; [1] -> 284972 entries processed
26 Mar 2018 00:56:46,053 DEBUG - Graphulo.TwoTable(738) -  4139985%00; :%00; [1] -> 104660 entries processed
26 Mar 2018 00:56:46,315 DEBUG - Graphulo.TwoTable(738) -  4474952%00; :%00; [1] -> 144176 entries processed
26 Mar 2018 00:56:46,833 DEBUG - Graphulo.TwoTable(738) -  4693518%00; :%00; [1] -> 163762 entries processed
26 Mar 2018 00:56:46,834 DEBUG - Graphulo.TwoTable(738) -  4803044%00; :%00; [1] -> 169396 entries processed
26 Mar 2018 00:56:47,038 DEBUG - Graphulo.TwoTable(738) -  5525315%00; :%00; [1] -> 365842 entries processed
26 Mar 2018 00:56:47,039 DEBUG - Graphulo.TwoTable(738) -  4940360%00; :%00; [1] -> 199876 entries processed
26 Mar 2018 00:57:01,861 DEBUG - Graphulo.TwoTable(738) -  4594788%00; :%00; [1] -> 161278 entries processed
26 Mar 2018 00:57:01,861 DEBUG - Graphulo.TwoTable(738) -  5730283%00; :%00; [1] -> 349448 entries processed
26 Mar 2018 00:57:01,862 DEBUG - Graphulo.TwoTable(738) -  3931502%00; :%00; [1] -> 87094 entries processed
26 Mar 2018 00:57:01,920 DEBUG - Graphulo.TwoTable(738) -  5184689%00; :%00; [1] -> 219130 entries processed
26 Mar 2018 00:57:01,921 DEBUG - Graphulo.TwoTable(738) -  5597502%00; :%00; [1] -> 303394 entries processed
26 Mar 2018 00:57:01,969 DEBUG - Graphulo.TwoTable(738) -  5985689%00; :%00; [1] -> 511740 entries processed
26 Mar 2018 00:57:02,073 DEBUG - Graphulo.TwoTable(738) -  4330072%00; :%00; [1] -> 134570 entries processed
26 Mar 2018 00:57:02,073 DEBUG - Graphulo.TwoTable(738) -  4988344%00; :%00; [1] -> 198488 entries processed
26 Mar 2018 00:57:02,162 DEBUG - Graphulo.TwoTable(738) -  5226605%00; :%00; [1] -> 249582 entries processed
26 Mar 2018 00:57:02,163 DEBUG - Graphulo.TwoTable(738) -  5650131%00; :%00; [1] -> 394872 entries processed
26 Mar 2018 00:57:02,244 DEBUG - Graphulo.TwoTable(738) -  5165180%00; :%00; [1] -> 212094 entries processed
26 Mar 2018 00:57:02,245 DEBUG - Graphulo.TwoTable(738) -  5237935%00; :%00; [1] -> 239466 entries processed
26 Mar 2018 00:57:02,290 DEBUG - Graphulo.TwoTable(738) -  5328368%00; :%00; [1] -> 225276 entries processed
26 Mar 2018 00:57:02,290 DEBUG - Graphulo.TwoTable(738) -  5196242%00; :%00; [1] -> 251586 entries processed
26 Mar 2018 00:57:02,353 DEBUG - Graphulo.TwoTable(738) -  5050336%00; :%00; [1] -> 210490 entries processed
26 Mar 2018 00:57:02,354 DEBUG - Graphulo.TwoTable(738) -  5987346%00; :%00; [1] -> 452012 entries processed
26 Mar 2018 00:57:02,421 DEBUG - Graphulo.TwoTable(738) -  5770198%00; :%00; [1] -> 470498 entries processed
26 Mar 2018 00:57:02,422 DEBUG - Graphulo.TwoTable(738) -  5392104%00; :%00; [1] -> 253030 entries processed
26 Mar 2018 00:57:02,451 DEBUG - Graphulo.TwoTable(738) -  5200060%00; :%00; [1] -> 232556 entries processed
26 Mar 2018 00:57:02,452 DEBUG - Graphulo.TwoTable(738) -  5299563%00; :%00; [1] -> 278054 entries processed
26 Mar 2018 00:57:02,496 DEBUG - Graphulo.TwoTable(738) -  4335336%00; :%00; [1] -> 127278 entries processed
26 Mar 2018 00:57:02,497 DEBUG - Graphulo.TwoTable(738) -  5817301%00; :%00; [1] -> 649138 entries processed
26 Mar 2018 00:57:02,497 DEBUG - Graphulo.TwoTable(738) -  4662144%00; :%00; [1] -> 172596 entries processed
26 Mar 2018 00:57:02,558 DEBUG - Graphulo.TwoTable(738) -  4100341%00; :%00; [1] -> 98834 entries processed
26 Mar 2018 00:57:02,558 DEBUG - Graphulo.TwoTable(738) -  5086539%00; :%00; [1] -> 223190 entries processed
26 Mar 2018 00:57:02,559 DEBUG - Graphulo.TwoTable(738) -  4118715%00; :%00; [1] -> 98676 entries processed
26 Mar 2018 00:57:02,586 DEBUG - Graphulo.TwoTable(738) -  5742667%00; :%00; [1] -> 384482 entries processed
